Id,y
2,0.030023333725325094
4,0.03574238644377052
5,0.03254699918889843
7,0.037633141047848866
10,0.0651989452929735
12,0.06723094005226572
14,0.040733902108107
16,0.045876556381682865
18,0.03736966917516327
21,0.039120840614072186
22,0.03523761262144549
23,0.06134572738372488
25,0.042306934695423876
26,0.04296846939451456
27,0.051384058981571425
28,0.03845383363740666
29,0.04538051246024524
33,0.038378748849238566
34,0.028651884453979044
35,0.03544027973945326
36,0.0428057658143426
37,0.034943860458520305
38,0.04802847537011505
42,0.047447217507646036
43,0.045992393290092484
47,0.03455563950743493
51,0.0348557440627442
52,0.034206053998569276
54,0.046987209406945556
56,0.041767576567459615
58,0.04414899623884171
60,0.06683177563715886
61,0.034728023757555466
62,0.04135008211265333
63,0.036579951616478965
64,0.03409781817443324
65,0.03260151881996864
67,0.051711241922109165
68,0.04032367224622347
75,0.03591160584304266
77,0.04160231137052517
82,0.037413594273254906
83,0.03489132821580924
88,0.03744694292947124
89,0.041623209113183054
91,0.031109224588189488
94,0.048208583404169066
95,0.03545092026158748
97,0.03324301013654464
98,0.03686543985472228
100,0.03202531548170786
102,0.028374478978054604
104,0.03499827307639584
105,0.03499827307639584
107,0.03361231324665089
110,0.0503359469693678
111,0.05593998299520395
113,0.041247411001765634
116,0.03456884635710034
117,0.03419600061585894
120,0.03840546987840348
122,0.036092628407667866
123,0.03162349708385921
125,0.043905169172176815
126,0.039195814901107524
127,0.034862650918569264
128,0.04865420746972888
139,0.039810465517193645
144,0.034875888029177106
145,0.057835577755772645
146,0.03508136269408446
149,0.03675019759284415
151,0.047612430019980695
152,0.036379420335100866
153,0.046187707264519894
154,0.03686376472581043
156,0.040889640844616104
157,0.03759205873066455
160,0.03648312674195348
163,0.04248986099225426
167,0.039772503144252784
168,0.036204263819532
173,0.0503359469693678
177,0.04200660963658154
178,0.0448528304142437
179,0.04568685701543319
181,0.04372342710560417
183,0.04322644054708995
184,0.033092595099325745
187,0.03786401870715935
190,0.039323635152880065
191,0.037298644702968065
192,0.049257091615309986
198,0.053651366065863786
199,0.03760083355420587
203,0.043882884564327665
204,0.03963241192101952
206,0.07548243380838365
209,0.038847339153633274
210,0.07596720350099004
212,0.037189220824433385
213,0.04112588650148967
215,0.03803405920947558
216,0.03390412687970057
224,0.044210889177599175
226,0.041723501418309536
230,0.037521000892220886
232,0.035988235213613266
233,0.03277043092476316
234,0.037331525116457924
235,0.03090761771517057
238,0.03136587392793194
239,0.04103592440806235
243,0.032345651112883955
244,0.051808835951249556
249,0.04964061316933021
251,0.03650978531918174
253,0.03895446986458476
254,0.041361803175561665
255,0.040180258161875794
256,0.041148158021990684
257,0.04153366504813576
259,0.050244523536474
264,0.0373582316226185
265,0.03770321455574545
270,0.027494962827917434
271,0.03919124870916959
272,0.028324948840704082
274,0.05156375669083356
276,0.04301077924585154
278,0.03176954483040121
279,0.03908454439533731
282,0.04222494648739429
283,0.03463429850610066
284,0.037960981109643056
287,0.0361710571591811
289,0.046857152299356934
292,0.04284814380896293
293,0.034294616187743404
294,0.03389255634440131
295,0.04224995953395182
299,0.03944262302389444
301,0.049569129310109164
303,0.044847300864369236
304,0.046801142829968785
305,0.04288944068126483
306,0.033098736556632556
307,0.03857173522563727
308,0.03726959372528934
309,0.035298112594745336
315,0.028475580438903334
316,0.05453356145369444
317,0.04306034425549641
321,0.04389611614130337
322,0.045207276513274164
323,0.04662146161736295
326,0.03607668470797984
328,0.03784651089678477
330,0.03368118769044011
331,0.05087586498482578
333,0.030583142258660233
335,0.04333002191682148
338,0.048329152570529214
340,0.03218271661275584
344,0.04542528375397885
345,0.03812544364562053
346,0.046609217025614914
347,0.03029363541777379
349,0.04090587599025655
350,0.032114581250812416
354,0.04440380401782978
355,0.03139817464557245
358,0.052649752388096514
359,0.03858941037512406
363,0.04842834613486092
364,0.031181219661649443
365,0.03675774369860776
367,0.03805856582396173
370,0.03477368163557426
371,0.04011712885810242
374,0.06582323376036364
377,0.04630210046106364
380,0.03460521777436156
383,0.05042897567270611
386,0.03490825150468919
388,0.034846331044505664
391,0.04879942230882351
393,0.038289828385819104
394,0.03901685553601212
396,0.0385948154716548
399,0.03506504708770369
400,0.04242192670770605
403,0.04689890433675608
405,0.028947395086813273
407,0.029687633231832402
408,0.0400470748337095
409,0.035012650130519525
411,0.032828039530391526
412,0.038846932053081304
413,0.05201618850457438
417,0.0482542927077121
418,0.03699207865334661
421,0.03558639507242124
422,0.032236514161509446
424,0.034176202439138645
425,0.03309071204875272
426,0.03975830046408985
430,0.03903745893134071
431,0.033913414908621584
435,0.035400659596171315
436,0.03986158258213828
438,0.034936314708367236
439,0.034975943026754046
441,0.03904965656428747
446,0.034929724569563204
448,0.037428179111084016
449,0.03763613416973967
450,0.03679468846984619
452,0.08918769209566554
453,0.0422290625931995
454,0.03418893936000566
455,0.041662127610501844
458,0.04479038323496153
459,0.03130104830147119
460,0.03265804791455716
461,0.05395348636113658
462,0.03740199594266855
463,0.03318756742920453
465,0.03805974352012489
466,0.04502812957209759
467,0.030224624608154903
471,0.047679803348043046
474,0.04252534936373194
475,0.03313187938377677
476,0.04049990366117964
483,0.04010846553201317
484,0.045061943204552944
485,0.030295678074293855
487,0.060835142621264375
488,0.04325453086450272
489,0.03132908456824029
490,0.04570975330016348
493,0.039526629446708546
494,0.03837784452212239
495,0.05622805472910942
496,0.042225607898379224
498,0.040524144480377354
501,0.03686376472581043
503,0.05140629529945268
506,0.036903041529395504
509,0.05023122441902747
510,0.04320589184083561
512,0.03896940622864641
513,0.03021810480678673
514,0.03907612342629021
518,0.03415980548919985
